"text","source_id","statement_id"
"I am actively involved with Sendika organization activities. I am member of committee. I have also shared my Sendika experiences to my neighbors. For example, one neighbor who employed vegetable growing method, has produced surplus carrots for market, and made huge profit. Similarly, my activity with Sendika inspired the other neighbor who ended up taking sheep and managed to make profit. I have also responsibility as militia in the kebele administration. I have been involved in various community activities. The community is work together to undertake development activities like repairing roads.","G1",198
"Important link to Send a Cow - Sendika It provided me seeds of vegetable, and it has also given me sheep. What I have done with the support of Sendika has helped me to improve my household income. The other advantage is Sendika related activities do not take much time. Moreover, most of the activities will be carried out around home environment. That is really good because I can still manage to do other activities. I can still do other agricultural work on my farming while undertaking Sendika related activities.","I1a",199
"Important link to Safety-Net Program - Safety-Net Program: it provides me financial assistance. The money helps to improve my household income. However, 'safety-Net' programme takes a good deal of my time. It hinders me from undertaking my agricultural work. Sometimes, I have to spend my whole day in relation to Safety-Net Program.","I1b",200
"In the last three years, my family health condition has been good. We have been changed a lot due to health education provided by government. Especially, health information concerning family planning helped me a lot. My children are attending school. We have also access to clean water for drinking and other household purpose.","B1",201
"I have been producing teff, vegetables, maize and others. The type of crops we plant depends on the seasons. I have been producing more compared to the previous years. I have recently harvested teff.  I have been producing cabbage. There has been change in farming activity thanks to the government intervention. Agricultural officers have educated us about best method of farming. Such kind of intervention has helped me a lot. I have two cows and sheep. These days, what my household eats come from market because we don't have much crop on farm.","C1",202
"The amount of food my household eats has also increased because of improvement in household income.","C5",203
"My household income has been improved over time.","D4",204
"The relationship within my household is not bad. I am the third wife for my current husband. He has been married twice before me. My children are very supportive but my husband does not work on farm because he doesn't feel well since 2008 EC onward. During the last three years, my husband quit doing agricultural work due to his situation.","F1",205
"I feel like my life has been improving during the last three years. The only thing that is reducing my feeling of wellbeing is my husband's situation. As I have told you, he is not feeling well in the last three years.","H2",206
"Important link to Sendika - Sendika has given me sheep. Moreover, the organization has provided saving arrangement. I started to save 5 birr twice a week.","I1a",207
"I have been producing teff, potatoes, vegetables and false banana products. We (my husband and I) have been producing more of crops in quantity over the past three years. Last year, I have produced vegetables by applying farming method employed by my neighbors who are linked with 'Sendika' organization. I am not member of Sendika organization though. This year, I have stopped growing vegetable because of the construction taking place on my land. The type of crops we plant depends on the season. The amount of production and harvest has been increased during the last three years because of the hard work, and using organic fertilizer like animal wastes. We use non-organic fertilizer for teff and maize. Moreover, we often grow more of those crops fitting the season best. We produce for household consumption as well as for market to earn money.","C1",208
"Increase of farming production has improved my household income. There has been high market return of our farming products.","C3",209
"The amount of food my household eats has increased over this period because our income has been increased. Moreover, we have been producing in higher quantity that improved both the amount of food we eats and the household income we make over this period.","C5",210
"During the last three years, our income has been increased because both my husband and I involved in various activities in order to earn money. We have producing crops intensively for market. We have produced potatoes in higher quantity.","D4",211
"During the last years, I have spent more money to contribute to 'Equib' (traditional saving institution). I am contributing money monthly and yearly for Equib. Moreover, I have been spending money to buy variety of food items, clothes and outfit to my kids. I have been saving money with Equib. I am member of three Equib, one is 8000 birr Equip, and the others are 11000 birr and 14000 birr Equib. I have not borrowed money during this period. I feel like my total value of my asset has gone up over the period. Our income is greater than our expenditure and as a result we managed to possess many things during the last three years.","E1",212
"Currently, I am building new house. Moreover, we have bought bed, blanket and other household stuffs. In the past three years, my asset has gone up because of positive changes in relation to farming activity. We are making huge profit due to high return of market for farming products.","E2",213
"Income from farming activities has improved a lot over the past three years. It has helped us to improve our family life in every aspect. My household has improved not only in term of income but also in other areas like in term of properties possessed, amount of food my household eats.","H2",214
"Thanks to God, my family is in good health over the last three years. We have access to health care center. The health sector has educated us about hygiene and sanitary practice, and prevention of malaria. Moreover, all of my children are attending schools. We have also had access to clean water for drinking and other household purpose.","B1",215
"I have small farming land. However, I have rented land from others to increase my farming production. Over the last three years, farming activity is unsatisfactory because the price of fertilizer and seeds has become expensive. Moreover, my farming land is small in size. Those factors have affected my farming production ability. I have been producing maize, teff, coffee and peas over this period. However, I have been producing crops in lesser quantity. I mainly produce for household consumption. I have a cow.","C1",216
"Bad weather condition affected farming activity. I am not as productive as previous years. Decline in the amount of farming production affected my household income.","C3",217
"The amount of food my household eats has been diminished over the last three years because we are not producing abundantly for market as well as household consumption.","C5",218
"Farming activity is major source of income for my household. However, bad weather condition has highly affected us. Farming activity is not productive as old days.","D4",219
"I have spent money to cover living expenses. For example, I spend money to buy food items for consumption. I have also contributed money for 'Idir'. I am not saving money. I have been selling my livestock to cover costs of living and costs of children's education. My asset has gone down over this period.","E1",220
"I have not been improved much during this period. Bad weather condition has reduced my feeling of wellbeing.","H2",221
"The current litigation with regard to our farming land has reduced our feeling of wellbeing.","H2",222
"All of my children are enrolled at public school. I have not been feeling well over the past three years. I often have malaria or typhoid during this period. We have access to health care centers located in other town Lasho and Shoa. We also have access to clean water for drinking.","B1",223
