"from","to","row_number()","label","note.x","strength","trust","sensitivity","specificity","statement_id","quote","attribution","combo.type","definition.type","package","packageNote","fun","N","arrows.middle.enabled","chain_id","domain","attributionValence","attributionExplicit","arrows.to","wstrength","text","code","source_id","female","note.y","domain attributed hh","q","qid","respondent","smooth.type","smooth.roundness","smooth.enabled","frequency","auto_group_key","auto_group","width"
28,109,101,"","",0.5,0.5,NA,NA,"45","Our new Head of Communications role is to influence the community and Commissioners and position BS3 Community as the go to organisation in the BS3 patch, in effect to be the interface between the community and the statutory sector. Were the community broker.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Weve been proactive at different levels of influencing. At the local level our Community Development Manager focuses on dialogue with local influential bodies like the Action Greater Bedminster partnership on consultations. The CEO workes at a strategic level with the Power to Change Health & Social Care Community of Practice including 12 CEOs from organisations across England on developing community business opportunities with a policy discussion focus. We also work with universities (including a partnership with Manchester Metropolitan University on a loneliness play that was performed at Westminster). Our new Head of Communications role is to influence the community and Commissioners and position BS3 Community as the go to organisation in the BS3 patch, in effect to be the interface between the community and the statutory sector. Were the community broker.",NA,NA,NA,NA,"Influence","Has there been any change in your organisation’s ability to influence change in the area you work in?a) Have you been proactive in influencing decision makers? (Change could range from local councillors’ interest in the area of work, engaging local community, local/national media coverage, consultations, local/national policy etc.)b) Has it been harder to influence decision makers? If so, what are the reasons for that?","F1","DQ21","continuous",0,TRUE,1,"45",1,3
109,9,102,"","",0.5,0.5,NA,NA,"45","Weve been proactive at different levels of influencing. At the local level our Community Development Manager focuses on dialogue with local influential bodies like the Action Greater Bedminster partnership on consultations. The CEO workes at a strategic level with the Power to Change Health & Social Care Community of Practice including 12 CEOs from organisations across England on developing community business opportunities with a policy discussion focus. We also work with universities (including a partnership with Manchester Metropolitan University on a loneliness play that was performed at Westminster). Our new Head of Communications role is to influence the community and Commissioners and position BS3 Community as the go to organisation in the BS3 patch, in effect to be the interface between the community and the statutory sector. Were the community broker",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Weve been proactive at different levels of influencing. At the local level our Community Development Manager focuses on dialogue with local influential bodies like the Action Greater Bedminster partnership on consultations. The CEO workes at a strategic level with the Power to Change Health & Social Care Community of Practice including 12 CEOs from organisations across England on developing community business opportunities with a policy discussion focus. We also work with universities (including a partnership with Manchester Metropolitan University on a loneliness play that was performed at Westminster). Our new Head of Communications role is to influence the community and Commissioners and position BS3 Community as the go to organisation in the BS3 patch, in effect to be the interface between the community and the statutory sector. Were the community broker.",NA,NA,NA,NA,"Influence","Has there been any change in your organisation’s ability to influence change in the area you work in?a) Have you been proactive in influencing decision makers? (Change could range from local councillors’ interest in the area of work, engaging local community, local/national media coverage, consultations, local/national policy etc.)b) Has it been harder to influence decision makers? If so, what are the reasons for that?","F1","DQ21","continuous",0,TRUE,1,"45",1,3
109,109,103,"","",0.5,0.5,NA,NA,"45","Weve been proactive at different levels of influencing. At the local level our Community Development Manager focuses on dialogue with local influential bodies like the Action Greater Bedminster partnership on consultations. The CEO workes at a strategic level with the Power to Change Health & Social Care Community of Practice including 12 CEOs from organisations across England on developing community business opportunities with a policy discussion focus. We also work with universities (including a partnership with Manchester Metropolitan University on a loneliness play that was performed at Westminster). Our new Head of Communications role is to influence the community and Commissioners and position BS3 Community as the go to organisation in the BS3 patch, in effect to be the interface between the community and the statutory sector. Were the community broker",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Weve been proactive at different levels of influencing. At the local level our Community Development Manager focuses on dialogue with local influential bodies like the Action Greater Bedminster partnership on consultations. The CEO workes at a strategic level with the Power to Change Health & Social Care Community of Practice including 12 CEOs from organisations across England on developing community business opportunities with a policy discussion focus. We also work with universities (including a partnership with Manchester Metropolitan University on a loneliness play that was performed at Westminster). Our new Head of Communications role is to influence the community and Commissioners and position BS3 Community as the go to organisation in the BS3 patch, in effect to be the interface between the community and the statutory sector. Were the community broker.",NA,NA,NA,NA,"Influence","Has there been any change in your organisation’s ability to influence change in the area you work in?a) Have you been proactive in influencing decision makers? (Change could range from local councillors’ interest in the area of work, engaging local community, local/national media coverage, consultations, local/national policy etc.)b) Has it been harder to influence decision makers? If so, what are the reasons for that?","F1","DQ21","continuous",0,TRUE,1,"45",1,3
9,109,104,"","",0.5,0.5,NA,NA,"45","Weve been proactive at different levels of influencing. At the local level our Community Development Manager focuses on dialogue with local influential bodies like the Action Greater Bedminster partnership on consultations. The CEO workes at a strategic level with the Power to Change Health & Social Care Community of Practice including 12 CEOs from organisations across England on developing community business opportunities with a policy discussion focus. We also work with universities (including a partnership with Manchester Metropolitan University on a loneliness play that was performed at Westminster). Our new Head of Communications role is to influence the community and Commissioners and position BS3 Community as the go to organisation in the BS3 patch, in effect to be the interface between the community and the statutory sector. Were the community broker",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Weve been proactive at different levels of influencing. At the local level our Community Development Manager focuses on dialogue with local influential bodies like the Action Greater Bedminster partnership on consultations. The CEO workes at a strategic level with the Power to Change Health & Social Care Community of Practice including 12 CEOs from organisations across England on developing community business opportunities with a policy discussion focus. We also work with universities (including a partnership with Manchester Metropolitan University on a loneliness play that was performed at Westminster). Our new Head of Communications role is to influence the community and Commissioners and position BS3 Community as the go to organisation in the BS3 patch, in effect to be the interface between the community and the statutory sector. Were the community broker.",NA,NA,NA,NA,"Influence","Has there been any change in your organisation’s ability to influence change in the area you work in?a) Have you been proactive in influencing decision makers? (Change could range from local councillors’ interest in the area of work, engaging local community, local/national media coverage, consultations, local/national policy etc.)b) Has it been harder to influence decision makers? If so, what are the reasons for that?","F1","DQ21","continuous",0,TRUE,1,"45",1,3
71,54,105,"","",0.5,0.5,NA,NA,"46","Our training needs keep going up, but thats a challenge for the budget.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"The government changed the rules on Early Years Provision, so were working with Bristol College and in-house to bring our staff training up to scratch. We run a social striving project (SPEAR) that brings skilled people from other organisations in, but in time were hoping to do this in house (NB: training currently on-going). In terms of community development work, were required to participate in lots of training on co-production and empowerment. Our training needs keep going up, but thats a challenge for the budget.",NA,NA,NA,NA,"People and skills","Have the skills required by you and your workforce to deliver your services changed over the last two years? a) Why? b) How have you dealt with this change?","G1","DQ21","continuous",0,TRUE,1,"46",1,3
71,71,106,"","",0.5,0.5,NA,NA,"46","The government changed the rules on Early Years Provision, so were working with Bristol College and in-house to bring our staff training up to scratch. We run a social striving project (SPEAR) that brings skilled people from other organisations in, but in time were hoping to do this in house (NB: training currently on-going). In terms of community development work, were required to participate in lots of training on co-production and empowerment. Our training needs keep going up, but thats a challenge for the budget.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"The government changed the rules on Early Years Provision, so were working with Bristol College and in-house to bring our staff training up to scratch. We run a social striving project (SPEAR) that brings skilled people from other organisations in, but in time were hoping to do this in house (NB: training currently on-going). In terms of community development work, were required to participate in lots of training on co-production and empowerment. Our training needs keep going up, but thats a challenge for the budget.",NA,NA,NA,NA,"People and skills","Have the skills required by you and your workforce to deliver your services changed over the last two years? a) Why? b) How have you dealt with this change?","G1","DQ21","continuous",0,TRUE,1,"46",1,3
52,71,107,"","",0.5,0.5,NA,NA,"46","The government changed the rules on Early Years Provision, so were working with Bristol College and in-house to bring our staff training up to scratch. We run a social striving project (SPEAR) that brings skilled people from other organisations in, but in time were hoping to do this in house (NB: training currently on-going). In terms of community development work, were required to participate in lots of training on co-production and empowerment. Our training needs keep going up, but thats a challenge for the budget.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"The government changed the rules on Early Years Provision, so were working with Bristol College and in-house to bring our staff training up to scratch. We run a social striving project (SPEAR) that brings skilled people from other organisations in, but in time were hoping to do this in house (NB: training currently on-going). In terms of community development work, were required to participate in lots of training on co-production and empowerment. Our training needs keep going up, but thats a challenge for the budget.",NA,NA,NA,NA,"People and skills","Have the skills required by you and your workforce to deliver your services changed over the last two years? a) Why? b) How have you dealt with this change?","G1","DQ21","continuous",0,TRUE,1,"46",1,3
110,110,108,"","",0.5,0.5,NA,NA,"46","The government changed the rules on Early Years Provision, so were working with Bristol College and in-house to bring our staff training up to scratch. We run a social striving project (SPEAR) that brings skilled people from other organisations in, but in time were hoping to do this in house (NB: training currently on-going). In terms of community development work, were required to participate in lots of training on co-production and empowerment.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"The government changed the rules on Early Years Provision, so were working with Bristol College and in-house to bring our staff training up to scratch. We run a social striving project (SPEAR) that brings skilled people from other organisations in, but in time were hoping to do this in house (NB: training currently on-going). In terms of community development work, were required to participate in lots of training on co-production and empowerment. Our training needs keep going up, but thats a challenge for the budget.",NA,NA,NA,NA,"People and skills","Have the skills required by you and your workforce to deliver your services changed over the last two years? a) Why? b) How have you dealt with this change?","G1","DQ21","continuous",0,TRUE,1,"46",1,3
71,110,109,"","",0.5,0.5,NA,NA,"46","The government changed the rules on Early Years Provision, so were working with Bristol College and in-house to bring our staff training up to scratch. We run a social striving project (SPEAR) that brings skilled people from other organisations in, but in time were hoping to do this in house (NB: training currently on-going). In terms of community development work, were required to participate in lots of training on co-production and empowerment.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"The government changed the rules on Early Years Provision, so were working with Bristol College and in-house to bring our staff training up to scratch. We run a social striving project (SPEAR) that brings skilled people from other organisations in, but in time were hoping to do this in house (NB: training currently on-going). In terms of community development work, were required to participate in lots of training on co-production and empowerment. Our training needs keep going up, but thats a challenge for the budget.",NA,NA,NA,NA,"People and skills","Have the skills required by you and your workforce to deliver your services changed over the last two years? a) Why? b) How have you dealt with this change?","G1","DQ21","continuous",0,TRUE,1,"46",1,3
111,107,110,"","",0.5,0.5,NA,NA,"47","As we grow, our leadership style has changed. SMT needs different skills including proper professional management training. Were moving from a tactical to a strategic model to better manage our range of service delivery activities",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"As we grow, our leadership style has changed. SMT needs different skills including proper professional management training. Were moving from a tactical to a strategic model to better manage our range of service delivery activities. Im aware that we dont measure the impact of staff training - theres an implicit tension between contribution and attribution here, linked to how and when our services might be accessed, for example, if an older person is just benefitting from an hour a week befriending service, its difficult to confirm attribution. Were currently developing a series of Theory of Change exercises to see if our strategy and approach really stack up.",NA,NA,NA,NA,"People and skills","Have your staff’s skills and capacity changed over the last two years?a) Why and in what way?b) Have you invested in training your staff? If so, what difference has it made?c) What impact has this had on your service delivery?","G2","DQ21","continuous",0,TRUE,1,"47",1,3
60,55,111,"","",0.5,0.5,NA,NA,"48"," Our Board has gone from 6 to 12 members (with a further 12 probationary Trustees). Our staff has increased from 55 to 84. Our volunteer numbers have increased from 4 to 16 (with a lot more if you include community group supporters). This has had a positive impact on our ability to deliver our services.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Its increased at all levels. Our Board has gone from 6 to 12 members (with a further 12 probationary Trustees). Our staff has increased from 55 to 84. Our volunteer numbers have increased from 4 to 16 (with a lot more if you include community group supporters). This has had a positive impact on our ability to deliver our services.",NA,NA,NA,NA,"People and skills","Over the last two years has the number of people working or volunteering for your organisation changed? a) Why?b) Has this had a positive or negative impact on your ability to deliver?","G3","DQ21","continuous",0,TRUE,1,"48",2,3
70,55,112,"","",0.5,0.5,NA,NA,"48"," Our Board has gone from 6 to 12 members (with a further 12 probationary Trustees). Our staff has increased from 55 to 84. Our volunteer numbers have increased from 4 to 16 (with a lot more if you include community group supporters). This has had a positive impact on our ability to deliver our services.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Its increased at all levels. Our Board has gone from 6 to 12 members (with a further 12 probationary Trustees). Our staff has increased from 55 to 84. Our volunteer numbers have increased from 4 to 16 (with a lot more if you include community group supporters). This has had a positive impact on our ability to deliver our services.",NA,NA,NA,NA,"People and skills","Over the last two years has the number of people working or volunteering for your organisation changed? a) Why?b) Has this had a positive or negative impact on your ability to deliver?","G3","DQ21","continuous",0,TRUE,1,"48",2,3
55,55,113,"","",0.5,0.5,NA,NA,"48","Our Board has gone from 6 to 12 members (with a further 12 probationary Trustees). Our staff has increased from 55 to 84. Our volunteer numbers have increased from 4 to 16 (with a lot more if you include community group supporters). This has had a positive impact on our ability to deliver our services.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Its increased at all levels. Our Board has gone from 6 to 12 members (with a further 12 probationary Trustees). Our staff has increased from 55 to 84. Our volunteer numbers have increased from 4 to 16 (with a lot more if you include community group supporters). This has had a positive impact on our ability to deliver our services.",NA,NA,NA,NA,"People and skills","Over the last two years has the number of people working or volunteering for your organisation changed? a) Why?b) Has this had a positive or negative impact on your ability to deliver?","G3","DQ21","continuous",0.8,TRUE,1,"48",2,3
43,55,114,"","",0.5,0.5,NA,NA,"48","Our Board has gone from 6 to 12 members (with a further 12 probationary Trustees). Our staff has increased from 55 to 84. Our volunteer numbers have increased from 4 to 16 (with a lot more if you include community group supporters). This has had a positive impact on our ability to deliver our services.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Its increased at all levels. Our Board has gone from 6 to 12 members (with a further 12 probationary Trustees). Our staff has increased from 55 to 84. Our volunteer numbers have increased from 4 to 16 (with a lot more if you include community group supporters). This has had a positive impact on our ability to deliver our services.",NA,NA,NA,NA,"People and skills","Over the last two years has the number of people working or volunteering for your organisation changed? a) Why?b) Has this had a positive or negative impact on your ability to deliver?","G3","DQ21","continuous",0,TRUE,1,"48",2,3
88,112,115,"","",0.5,0.5,NA,NA,"49","There has been a notable caution amongst the corporate sector more recently - with less bookings which I guess is Brexit related. ",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"We offer a range of services - full funerals, weddings, corporate events, a shop and café and tours.There has been a notable caution amongst the corporate sector more recently - with less bookings which I guess is Brexit related. Ive been brought in as a new CEO in recognition that the commercial arm on its own coudnt sustain the organisation, so the focus now is on being more audience responsive and doing more active fundraising, as were a historical site that has 250k visitors annually, but doesnt charge an entry fee. Im initiating some work on audience identification to kick start a more strategic approach. Theres also more demand for us to support smaller community groups in the locality.",NA,NA,NA,NA,"Service delivery","Have the services that you provide as an organisation changed over the last two years, and if so how and why?a) Have you seen more or less demand for your services? Why?b) Have the needs of your clients changed at all? c) If you so how have you responded to that?","B1","CQ2","continuous",0,TRUE,1,"49",1,3
112,54,116,"","",0.5,0.5,NA,NA,"49"," Ive been brought in as a new CEO in recognition that the commercial arm on its own coudnt sustain the organisation",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"We offer a range of services - full funerals, weddings, corporate events, a shop and café and tours.There has been a notable caution amongst the corporate sector more recently - with less bookings which I guess is Brexit related. Ive been brought in as a new CEO in recognition that the commercial arm on its own coudnt sustain the organisation, so the focus now is on being more audience responsive and doing more active fundraising, as were a historical site that has 250k visitors annually, but doesnt charge an entry fee. Im initiating some work on audience identification to kick start a more strategic approach. Theres also more demand for us to support smaller community groups in the locality.",NA,NA,NA,NA,"Service delivery","Have the services that you provide as an organisation changed over the last two years, and if so how and why?a) Have you seen more or less demand for your services? Why?b) Have the needs of your clients changed at all? c) If you so how have you responded to that?","B1","CQ2","continuous",0,TRUE,1,"49",1,3
54,28,117,"","",0.5,0.5,NA,NA,"49",". Ive been brought in as a new CEO in recognition that the commercial arm on its own coudnt sustain the organisation, s",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"We offer a range of services - full funerals, weddings, corporate events, a shop and café and tours.There has been a notable caution amongst the corporate sector more recently - with less bookings which I guess is Brexit related. Ive been brought in as a new CEO in recognition that the commercial arm on its own coudnt sustain the organisation, so the focus now is on being more audience responsive and doing more active fundraising, as were a historical site that has 250k visitors annually, but doesnt charge an entry fee. Im initiating some work on audience identification to kick start a more strategic approach. Theres also more demand for us to support smaller community groups in the locality.",NA,NA,NA,NA,"Service delivery","Have the services that you provide as an organisation changed over the last two years, and if so how and why?a) Have you seen more or less demand for your services? Why?b) Have the needs of your clients changed at all? c) If you so how have you responded to that?","B1","CQ2","continuous",0,TRUE,1,"49",1,3
54,113,118,"","",0.5,0.5,NA,NA,"49","Ive been brought in as a new CEO in recognition that the commercial arm on its own coudnt sustain the organisation, so the focus now is on being more audience responsive and doing more active fundraising, as were a historical site that has 250k visitors annually, but doesnt charge an entry fee. Im initiating some work on audience identification to kick start a more strategic approach. Theres also more demand for us to support smaller community groups in the locality.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"We offer a range of services - full funerals, weddings, corporate events, a shop and café and tours.There has been a notable caution amongst the corporate sector more recently - with less bookings which I guess is Brexit related. Ive been brought in as a new CEO in recognition that the commercial arm on its own coudnt sustain the organisation, so the focus now is on being more audience responsive and doing more active fundraising, as were a historical site that has 250k visitors annually, but doesnt charge an entry fee. Im initiating some work on audience identification to kick start a more strategic approach. Theres also more demand for us to support smaller community groups in the locality.",NA,NA,NA,NA,"Service delivery","Have the services that you provide as an organisation changed over the last two years, and if so how and why?a) Have you seen more or less demand for your services? Why?b) Have the needs of your clients changed at all? c) If you so how have you responded to that?","B1","CQ2","continuous",0,TRUE,1,"49",1,3
98,43,119,"","",0.5,0.5,NA,NA,"51","Our most significant challenges have been around funding for staff and trustees training, reframing our IT aprpaoch and reviewing our strategic plan. I secured Heritage Lottery Fundinging for staff training in SAGE finance systems and increasing ICT skills. Our trustees had no training, so I approached Power to Change to fund a Trustees Development Day as well as to help develop our shop. ",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Our most significant challenges have been around funding for staff and trustees training, reframing our IT aprpaoch and reviewing our strategic plan. I secured Heritage Lottery Fundinging for staff training in SAGE finance systems and increasing ICT skills. Our trustees had no training, so I approached Power to Change to fund a Trustees Development Day as well as to help develop our shop. Our IT is outdated and inefficient so I identified funding to get an independent review done. This was hard as the companies we approached wanted to sell themselves as the IT provider. Trying to write a brief for an independent reviewer was tough as its not my background. Finally a consultancy firm was approached to provide £20k support in-kind on business planning, as part of their CSR programme.NB: interviewee declined to answer question D2 for most of these initiatives, as for training and IT, the income streams are not yet active, therefore external support roles havent kicked in.",NA,NA,NA,NA,"Access to support services","What have been the most significant challenges your organisation has faced over the two years? a) Did you seek help to resolve these challenges from external people or organisations?b) If so, what sort of support - in which areas?c) How easy was it to find support?d) If you found the right support, where from?What impact did this have on your organisation and your clients?e) If you didn’t find the right support, what impact did this have on your organisation and your clients?","D1","CQ2","continuous",0,TRUE,1,"51",1,3
16,18,120,"","",0.5,0.5,NA,NA,"52","New CEO (since April 2019) has brought in fresh fundraising and charity experience. A new Chair of Trustees was also appointed in 2018. The Board was previously relatively passive, but theres now a step change to a more active model. ",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"New CEO (since April 2019) has brought in fresh fundraising and charity experience. A new Chair of Trustees was also appointed in 2018. The Board was previously relatively passive, but theres now a step change to a more active model. New Trustees will be recruited in Autumn 2018. The change has been significant at both levels - it marks the beginning of introducing a new organisational culture. Theres more synergy between CEO and Board work, with an emerging better understanding of the operation on both sides. The Chair of Trustees is attending the next staff meeting as part of their induction.",NA,NA,NA,NA,"Governance and leadership","Have there been any changes in strategic planning skills and capabilities within the leadership team (including the board) over the last two years?a) If so, what has changed and what drove this change?b) At which level has the change been most significant? Board or senior staff?","E1","CQ2","continuous",0.8,TRUE,1,"52",1,3
114,115,121,"","",0.5,0.5,NA,NA,"52","he change has been significant at both levels - it marks the beginning of introducing a new organisational culture. Theres more synergy between CEO and Board work, with an emerging better understanding of the operation on both sides. The Chair of Trustees is attending the next staff meeting as part of their induction.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"New CEO (since April 2019) has brought in fresh fundraising and charity experience. A new Chair of Trustees was also appointed in 2018. The Board was previously relatively passive, but theres now a step change to a more active model. New Trustees will be recruited in Autumn 2018. The change has been significant at both levels - it marks the beginning of introducing a new organisational culture. Theres more synergy between CEO and Board work, with an emerging better understanding of the operation on both sides. The Chair of Trustees is attending the next staff meeting as part of their induction.",NA,NA,NA,NA,"Governance and leadership","Have there been any changes in strategic planning skills and capabilities within the leadership team (including the board) over the last two years?a) If so, what has changed and what drove this change?b) At which level has the change been most significant? Board or senior staff?","E1","CQ2","continuous",0,TRUE,1,"52",1,3
50,116,122,"","",0.5,0.5,NA,NA,"53","A new area has been m ore focus on approaching bloggers and social media influencers as well as traditional media. We also work well with tourism networks like Destination Bristol on new angles like dark tourism. Our best performing social channel is Facebook where we have an active community. We were recently criticised on a Bristol Evening Post page for organising a gin tasting event (which some users criticised), however community members were fighting our corner, so we didnt have to comment",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"The organisation doesnt have a campaigning agenda so our work here is mainly limited to public engagement and trying to achieve media coverage. We do have a local councillor on our Board though. We do a lot of media work and invite key stakeholders and local media houses to luanch events. We try and be as visible as possible to the local community. A new area has been m ore focus on approaching bloggers and social media influencers as well as traditional media. We also work well with tourism networks like Destination Bristol on new angles like dark tourism. Our best performing social channel is Facebook where we have an active community. We were recently criticised on a Bristol Evening Post page for organising a gin tasting event (which some users criticised), however community members were fighting our corner, so we didnt have to comment.",NA,NA,NA,NA,"Influence","Has there been any change in your organisation’s ability to influence change in the area you work in?a) Have you been proactive in influencing decision makers? (Change could range from local councillors’ interest in the area of work, engaging local community, local/national media coverage, consultations, local/national policy etc.)b) Has it been harder to influence decision makers? If so, what are the reasons for that?","F1","CQ2","continuous",0,TRUE,1,"53",1,3
117,118,123,"","",0.5,0.5,NA,NA,"54","Yes, the staff skills base was under par in 2017 and needed to be brought up to date through training in ICT and SAGE database. ",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Yes, the staff skills base was under par in 2017 and needed to be brought up to date through training in ICT and SAGE database. We have faced new legislation in GDPR compliance and safeguarding and dont yet have the necessary staff skills here as were struggling to find affordable training in these areas. Staff skills have improved in fundraising - as the need has grown, this has been built into all staff roles. We do in-house upskilling, as well as doing courses (when affordable) and participating in webinars. However, we dont have basic speakers and headphones in the office, so webinars are a bit hit and miss. Also the cost of staff travel to training sometimes makes it prohibitive.",NA,NA,NA,NA,"People and skills","Have the skills required by you and your workforce to deliver your services changed over the last two years? a) Why? b) How have you dealt with this change?","G1","CQ2","continuous",0,TRUE,1,"54",1,3
52,71,124,"","",0.5,0.5,NA,NA,"54","new legislation in GDPR compliance and safeguarding and dont yet have the necessary staff skills here as were struggling to find affordable training in these areas",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Yes, the staff skills base was under par in 2017 and needed to be brought up to date through training in ICT and SAGE database. We have faced new legislation in GDPR compliance and safeguarding and dont yet have the necessary staff skills here as were struggling to find affordable training in these areas. Staff skills have improved in fundraising - as the need has grown, this has been built into all staff roles. We do in-house upskilling, as well as doing courses (when affordable) and participating in webinars. However, we dont have basic speakers and headphones in the office, so webinars are a bit hit and miss. Also the cost of staff travel to training sometimes makes it prohibitive.",NA,NA,NA,NA,"People and skills","Have the skills required by you and your workforce to deliver your services changed over the last two years? a) Why? b) How have you dealt with this change?","G1","CQ2","continuous",0.8,TRUE,1,"54",1,3
119,120,125,"","",0.5,0.5,NA,NA,"54","dont yet have the necessary staff skills here as were struggling to find affordable training in these areas.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Yes, the staff skills base was under par in 2017 and needed to be brought up to date through training in ICT and SAGE database. We have faced new legislation in GDPR compliance and safeguarding and dont yet have the necessary staff skills here as were struggling to find affordable training in these areas. Staff skills have improved in fundraising - as the need has grown, this has been built into all staff roles. We do in-house upskilling, as well as doing courses (when affordable) and participating in webinars. However, we dont have basic speakers and headphones in the office, so webinars are a bit hit and miss. Also the cost of staff travel to training sometimes makes it prohibitive.",NA,NA,NA,NA,"People and skills","Have the skills required by you and your workforce to deliver your services changed over the last two years? a) Why? b) How have you dealt with this change?","G1","CQ2","continuous",0,TRUE,1,"54",1,3
121,122,126,"","",0.5,0.5,NA,NA,"54","Staff skills have improved in fundraising - as the need has grown, this has been built into all staff roles. ",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Yes, the staff skills base was under par in 2017 and needed to be brought up to date through training in ICT and SAGE database. We have faced new legislation in GDPR compliance and safeguarding and dont yet have the necessary staff skills here as were struggling to find affordable training in these areas. Staff skills have improved in fundraising - as the need has grown, this has been built into all staff roles. We do in-house upskilling, as well as doing courses (when affordable) and participating in webinars. However, we dont have basic speakers and headphones in the office, so webinars are a bit hit and miss. Also the cost of staff travel to training sometimes makes it prohibitive.",NA,NA,NA,NA,"People and skills","Have the skills required by you and your workforce to deliver your services changed over the last two years? a) Why? b) How have you dealt with this change?","G1","CQ2","continuous",0,TRUE,1,"54",1,3
123,114,127,"","",0.5,0.5,NA,NA,"55","The impact of more training is emerging. Weve already seen some impact from the Trustees training as they now understand what track changes are! Sometimes the impact is in these small but signficant working practices. ",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"The impact of more training is emerging. Weve already seen some impact from the Trustees training as they now understand what track changes are! Sometimes the impact is in these small but signficant working practices. Voscur adds value here through offering low-cost local training - we particularly value it in basic IT skills, fundraising and reactive developments like GDPR compliance.",NA,NA,NA,NA,"People and skills","Have your staff’s skills and capacity changed over the last two years?a) Why and in what way?b) Have you invested in training your staff? If so, what difference has it made?c) What impact has this had on your service delivery?","G2","CQ2","continuous",0,TRUE,1,"55",1,3
15,123,128,"","",0.5,0.5,NA,NA,"55","impact from the Trustees training as they now understand what track changes are! Sometimes the impact is in these small but signficant working practices. Voscur adds value here through offering low-cost local training - we particularly value it in basic IT skills, fundraising and reactive developments like GDPR compliance.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"The impact of more training is emerging. Weve already seen some impact from the Trustees training as they now understand what track changes are! Sometimes the impact is in these small but signficant working practices. Voscur adds value here through offering low-cost local training - we particularly value it in basic IT skills, fundraising and reactive developments like GDPR compliance.",NA,NA,NA,NA,"People and skills","Have your staff’s skills and capacity changed over the last two years?a) Why and in what way?b) Have you invested in training your staff? If so, what difference has it made?c) What impact has this had on your service delivery?","G2","CQ2","continuous",0,TRUE,1,"55",1,3
124,125,129,"","",0.5,0.5,NA,NA,"56","Were starting to see a change in our volunteering base. Our volunteers have traditionally been early retirees in their 50s and 60s, but this generation are working longer, so our volunteer base is nt being replaced. ",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Were starting to see a change in our volunteering base. Our volunteers have traditionally been early retirees in their 50s and 60s, but this generation are working longer, so our volunteer base is nt being replaced. Under 10% of our volunteers are under retirement age. We have a ceiling on numbers as we dont have any more capacity to supervise outdoor volunteers, although we could do with some more help in this area. Were recruiting more welcome volunteer tour guides, including a cohort of younger people in their 30s. However the issues here is that theyre quite limited in the hours they can offer around working.We havent seen any signficant change in staff numbers.",NA,NA,NA,NA,"People and skills","Over the last two years has the number of people working or volunteering for your organisation changed? a) Why?b) Has this had a positive or negative impact on your ability to deliver?","G3","CQ2","continuous",0,TRUE,1,"56",1,3
