text,female,older,key3,key4,key5,key6,key7,statement
The most positive aspect of the GYA for me is the interaction with scholars from across disciplines working on important global questions.  I constantly rethink my own scientific interventions in light of these rich interactions and consider how my work (which tends to be quite local in nature) can expand and grow to more fully engage on a global level.,1,1,NA,NA,NA,NA,NA,251
"Becoming a member of GYA helped me in many different directions. The most important influence that GYA had on my professional and personal life was that is boosted my self-confidence, GREATLY! Just imagine, you are selected to be a member of a society of 200 top people from all around the world! Of course it does that!  But it was not just the selection that helped me with my confidence, but the people. In my first AGM I couldnt believe that how much faith everyone had in me, even I didnt trust myself back then to accept all these responsibilities as much as they did. I kept asking myself, how do they know that I can do this?!  GYA also helped greatly with my networking. Something that was not my strongest point. Its a safe, friendly and open environment that I feel I can easily approach everyone, get to know them and share my thoughts. I think this is one of the most important qualities of GYA that we should protect, and make sure that everyone feels the same; welcome, safe and worthy.   I feel more connected. I have found my way into interesting areas that were not my expertise by academic studies, but are now by practice.",1,0,NA,NA,NA,NA,NA,252
"I was honored to be the first GYA member from Cuba. As GYA is the voice of young scientists in the world, I am glad to be representing Cuba and its science. Furthermore, I have had the opportunity to let know other international researchers and academicians about the Cuban science achievements and today<U+FFFD>s challenges. In the GYA, I have been also involved in the SDGs work. Firstly, I represented the GYA Latin-American members in a Regional IAP-IANAS workshop held in Mexico that was addressing the implementation challenges of SDGs in my region. More recently, I participated in CILAC 2018 (Open Science Forum for Latin America and the Caribbean) in Panama in which the SDGs were one of the main topics.",0,1,NA,NA,NA,NA,NA,253
"My first AGM this year (2018) has been a stimulating event, both, personally and scientifically. GYA members who I meet between being invited to join the GYA and my first AGM told me how much they enjoyed the AGM atmosphere. However, I wondered what might it be that will make an AGM special for me. Looking back, there were three main aspects, I would like to summarized here, that made my AGM special and different from other conferences:     - The AGM provides GYA members with a longed for and needed opportunity to come and work together in person. This helps create a network and foundation for later long-distance work, but, moreover, helps to find common values and to identify shared ideas that can guide member activities throughout the year.    - The AGM combines an annual meeting (needed for organisational discussions or working group meetings) and a interdisciplinary scientific conference. Everything happens in a multidisciplinary and multicultural space. Attendees think and talk about familiar and new ideas, about how to apply familiar ideas to new areas, and explore the scope for new cooperation across disciplines, countries and cultures. There is not enough time to follow-up on all stimulating input, and impulses from the AGM last beyond the meeting.    - The AGM helps learning by living what it means that the GYA is a member driven organisation, the opportunities and challenges that come with it. It is a place that allows to experience the spirit of the GYA and to learn that it is okay to say, I do not know yet know but would learn how to be an active part of the GYA. Part of this happens because ideas for engagement just start develop as new, current and past members meet and I attended my first WG meetings.    (Question 14.-17. left open on purpose as too early to assess)",0,1,NA,NA,NA,NA,NA,254
"Frankly speaking, the most influential thing of GYA to me is the financial support (co-funding) to the AGM. My initial intentions to apply for GYA are 1) to get the glamour of being a GYA member  2) Good for CV   3) Able to go overseas to meet people (because it is hard to get a high percentage of sponsorship from the university)   4) possible research collaboration  5) of course, doing some contributions if possible since I always want to be a great scientist but I know my university work is very busy. However, after attending the first GYA, I felt great. I get to know multi-national and multi-disciplinary people. We all working together to tackle or voice out our opinions on the global issue, particularly science environment for young scientists. The most important, I learn about how members from different education system work effectively and also learn about their culture in daily life. I also find that what we are doing is very meaningful as a scientist. A scientist should not just publish as many papers as he-she can without considering the impact. Although the AGM themes usually are usually not related to my research field (which I think I cannot get any input for my research aspect), although if I attend GYA AGM, I will not have any chance to be sponsored by the university for another oversea academic conference anymore for that year, and although I had applied for a few research funding with GYA members but yet to get anyone, I still choose to attend GYA AGM every year rather than the conventional academic conference. In those conferences, friendship is not really built while in GYA AGM, we build the friendship because we work together on something voluntarily. After the second time attending AGM, I love it so much and till now I have never missed any AGM yet. In a few meeting with GYA members through Skype, I learnt that the chair controls the time very well within one hour. Also, I learnt that something looks tough can be slowly dissolved through step by step planning and  discussing of ideas. Note that, though my PhD supervisor is from the University of Cambridge, my entire education was carried out in Asia. I have never been nurtured by the western style of daring to voice out my opinion or daring to create a project to solve global issue etc. (Note: though many GYA members are from Asia, Africa and South America, they have studied in western countries) Furthermore, my English is not good. Through a few years of GYA membership, I observed and learnt this western characteristic gradually. To appreciate GYA, I involved in a few committee posts so that I make contributions as well. This year, I even accepted the challenge to be a co-lead of a working group. I have not had the courage to run for an EC post yet. The reasons are not having enough experience in this kind of organisation, as well as not enough time for my career. I am still striving to earn enough monthly salary for my family.",0,1,NA,NA,NA,NA,NA,255
The GYA has helped to connect me to a bigger (global) network of like-minded and passionate researchers and helped to reinvigorate and inspire me in our challenging work to change the world.,1,0,NA,NA,NA,NA,NA,256
"The process of establishing and supporting and being part of the Science Leadership Programs has been hugely influential for me. It has led to new friendships across borders, to deep learning about how we can collaborate, to insight in the process of creative problem solving and to new experiences as a facilitator. It has been fantastic to meet so many of our SLP fellows and get to know them over the course of an intensive week, and keep in touch with them over time. It has been inspirational to work with people like Bernard Slippers, who has a big vision for improving the state of science and its contribution to society in Africa. And it has been wonderful to learn from the facilitators of KnowInnovation-Inclusive Innovation, who have been so committed to partnering with us in developing a program with a strong ripple effect. Im very curious where it will lead us next.",1,0,NA,NA,NA,NA,NA,257
"The process of establishing and supporting and being part of the Science Leadership Programs has been hugely influential for me. It has led to new friendships across borders, to deep learning about how we can collaborate, to insight in the process of creative problem solving and to new experiences as a facilitator. It has been fantastic to meet so many of our SLP fellows and get to know them over the course of an intensive week, and keep in touch with them over time. It has been inspirational to work with people like Bernard Slippers, who has a big vision for improving the state of science and its contribution to society in Africa. And it has been wonderful to learn from the facilitators of KnowInnovation-Inclusive Innovation, who have been so committed to partnering with us in developing a program with a strong ripple effect. Im very curious where it will lead us next.",1,0,NA,NA,NA,NA,NA,258
"My involvement in the GloSYS-ASEAN study was my first experience working concretely together with social scientists. It was most insightful to learn some basics about survey design and analysis and potential pitfalls, with the take-home message that there are lots of non-trivial issues and it needs specific expertise for doing surveys properly.     In fact, this experience has been very helpful in the context of increasing demand to demonstrate ""impact"" of public engagement activities, which frequently leads to some feedback forms being used. I now understand that many of them are pretty much pointless and do not serve their goals.",0,1,NA,NA,NA,NA,NA,259
"If I think about the greatest lasting effect of the GYA on me as a person, excluding benefits only to my career, the most significant impact the GYA has had on me is the network of friends I have built who are passionate about improving society through the work they do and the activities they volunteer on and they way they have changed my thinking.    Bring a part of the GYA is inspirational. Sometimes it can be overwhelming as you compare yourself to the achievements of others, but generally this is inspiring!! What I have actually found is that we often judge ourselves compared to the achievements of others (in this very successful group) but when you speak to anyone, they have the same sense about you. Perhaps it is the feeling that we are bigger than our parts. That we can work together to come up with really novel interdisciplinary and truly global responses to pressing issues. The global perspective is one of the greatest benefits I have felt from these interactions with colleagues.   To give one specific story, will be the ECs response to the request from our funders to have a GYA initiative in response to the EU immigrations crisis.  In 2016 there was so much media attention on immigration of refugees of war into europe, and how europe was going to deal with this crisis. Whilst the fleeing of thousands of innocent people from war was truly a humanitarian crisis, the perspective in the media came more from this being a social crisis for the countries to which the immigrant were feeling, that they now had to deal with.  Thus, when the GYA held a meeting regarding europes response to this immigrate crisis, EC members from Africa countries brought to the table their objection to just an initiative, given the millions of refugees of war that Africa countries have been supporting for  years, with no media attention. Thier perspective was that in their countries, refugees were brought in and supported as brothers and sisters in need, not as invaders.   This discussion will remain with me forever and continues to highlight the advantage to understanding a different perspective to global issues. but more importantly, the need to ensure that Europe and America do not dominate the conversation and perspective. That we continue to draw on the perspectives from a diverse experience.",1,0,NA,NA,NA,NA,NA,260
"My first AGM this year (2018) has been a stimulating event, both, personally and scientifically. GYA members who I meet between being invited to join the GYA and my first AGM told me how much they enjoyed the AGM atmosphere. However, I wondered what might it be that will make an AGM special for me. Looking back, there were three main aspects, I would like to summarized here, that made my AGM special and different from other conferences:     - The AGM provides GYA members with a longed for and needed opportunity to come and work together in person. This helps create a network and foundation for later long-distance work, but, moreover, helps to find common values and to identify shared ideas that can guide member activities throughout the year.    - The AGM combines an annual meeting (needed for organisational discussions or working group meetings) and a interdisciplinary scientific conference. Everything happens in a multidisciplinary and multicultural space. Attendees think and talk about familiar and new ideas, about how to apply familiar ideas to new areas, and explore the scope for new cooperation across disciplines, countries and cultures. There is not enough time to follow-up on all stimulating input, and impulses from the AGM last beyond the meeting.    - The AGM helps learning by living what it means that the GYA is a member driven organisation, the opportunities and challenges that come with it. It is a place that allows to experience the spirit of the GYA and to learn that it is okay to say, I do not know yet know but would learn how to be an active part of the GYA. Part of this happens because ideas for engagement just start develop as new, current and past members meet and I attended my first WG meetings.    (Question 14.-17. left open on purpose as too early to assess)",0,1,NA,NA,NA,NA,NA,261
"My first AGM this year (2018) has been a stimulating event, both, personally and scientifically. GYA members who I meet between being invited to join the GYA and my first AGM told me how much they enjoyed the AGM atmosphere. However, I wondered what might it be that will make an AGM special for me. Looking back, there were three main aspects, I would like to summarized here, that made my AGM special and different from other conferences:     - The AGM provides GYA members with a longed for and needed opportunity to come and work together in person. This helps create a network and foundation for later long-distance work, but, moreover, helps to find common values and to identify shared ideas that can guide member activities throughout the year.    - The AGM combines an annual meeting (needed for organisational discussions or working group meetings) and a interdisciplinary scientific conference. Everything happens in a multidisciplinary and multicultural space. Attendees think and talk about familiar and new ideas, about how to apply familiar ideas to new areas, and explore the scope for new cooperation across disciplines, countries and cultures. There is not enough time to follow-up on all stimulating input, and impulses from the AGM last beyond the meeting.    - The AGM helps learning by living what it means that the GYA is a member driven organisation, the opportunities and challenges that come with it. It is a place that allows to experience the spirit of the GYA and to learn that it is okay to say, I do not know yet know but would learn how to be an active part of the GYA. Part of this happens because ideas for engagement just start develop as new, current and past members meet and I attended my first WG meetings.    (Question 14.-17. left open on purpose as too early to assess)",0,1,NA,NA,NA,NA,NA,262
The most positive aspect of the GYA for me is the interaction with scholars from across disciplines working on important global questions.  I constantly rethink my own scientific interventions in light of these rich interactions and consider how my work (which tends to be quite local in nature) can expand and grow to more fully engage on a global level.,1,1,NA,NA,NA,NA,NA,263
"Im happy to participate in Scholars at Risk initiative and have intense and productive communication with a scholar from Yemen.   I also feel having a strong backup, if needed by scholars from similarly thinking all over the world.",0,0,NA,NA,NA,NA,NA,264
"My project in the framework of the GYA Young Scientist Ambassador Programme ""Digital fabrication expertise at FABelgrade conference 2016"" allowed serbian and russian sciewntist promote 3d-technologies and maker movement in Serbia and Russia  https:--globalyoungacademy.net-report-fabelgrade-conference-and-ysap-activity-in-belgrade-serbia-",0,1,NA,NA,NA,NA,NA,265
"Frankly speaking, the most influential thing of GYA to me is the financial support (co-funding) to the AGM. My initial intentions to apply for GYA are 1) to get the glamour of being a GYA member  2) Good for CV   3) Able to go overseas to meet people (because it is hard to get a high percentage of sponsorship from the university)   4) possible research collaboration  5) of course, doing some contributions if possible since I always want to be a great scientist but I know my university work is very busy. However, after attending the first GYA, I felt great. I get to know multi-national and multi-disciplinary people. We all working together to tackle or voice out our opinions on the global issue, particularly science environment for young scientists. The most important, I learn about how members from different education system work effectively and also learn about their culture in daily life. I also find that what we are doing is very meaningful as a scientist. A scientist should not just publish as many papers as he-she can without considering the impact. Although the AGM themes usually are usually not related to my research field (which I think I cannot get any input for my research aspect), although if I attend GYA AGM, I will not have any chance to be sponsored by the university for another oversea academic conference anymore for that year, and although I had applied for a few research funding with GYA members but yet to get anyone, I still choose to attend GYA AGM every year rather than the conventional academic conference. In those conferences, friendship is not really built while in GYA AGM, we build the friendship because we work together on something voluntarily. After the second time attending AGM, I love it so much and till now I have never missed any AGM yet. In a few meeting with GYA members through Skype, I learnt that the chair controls the time very well within one hour. Also, I learnt that something looks tough can be slowly dissolved through step by step planning and  discussing of ideas. Note that, though my PhD supervisor is from the University of Cambridge, my entire education was carried out in Asia. I have never been nurtured by the western style of daring to voice out my opinion or daring to create a project to solve global issue etc. (Note: though many GYA members are from Asia, Africa and South America, they have studied in western countries) Furthermore, my English is not good. Through a few years of GYA membership, I observed and learnt this western characteristic gradually. To appreciate GYA, I involved in a few committee posts so that I make contributions as well. This year, I even accepted the challenge to be a co-lead of a working group. I have not had the courage to run for an EC post yet. The reasons are not having enough experience in this kind of organisation, as well as not enough time for my career. I am still striving to earn enough monthly salary for my family.",0,1,NA,NA,NA,NA,NA,266
"The GYA has enabled me to be connected with some of the most exciting minds I have every met. I have had the privilege of attending a number of great educational institutions, and to be post-doc or employed at a number of many others. Nowhere have I met the range, depth and enthusiasm and internationalism of attendees like at one of the annual general meetings. I have made connections (I hope) for life at the GYA.        -  ANother story would be the possibility of becoming engaged hands-on in matters related to the Sustainable Development Goals. I have had the honor to participate in various IAP meetings of the SCience for Poverty Eradication Committee (Beijing, Halle) and was able to connect to scholars here working on the question of how science can best inform the implementation of the SDGs. I hope that I was able to make several suggestions in all these fora that could strengthen SDG implementation and improve the networking of science academies working towards SDG implementation (as some of my research is on SDG governance, this was extra helpful). ---> please help edit this story if you like to use it, we can fine.-tune or tailor it",0,0,NA,NA,NA,NA,NA,267
"The GYA has enabled me to be connected with some of the most exciting minds I have every met. I have had the privilege of attending a number of great educational institutions, and to be post-doc or employed at a number of many others. Nowhere have I met the range, depth and enthusiasm and internationalism of attendees like at one of the annual general meetings. I have made connections (I hope) for life at the GYA.        -  ANother story would be the possibility of becoming engaged hands-on in matters related to the Sustainable Development Goals. I have had the honor to participate in various IAP meetings of the SCience for Poverty Eradication Committee (Beijing, Halle) and was able to connect to scholars here working on the question of how science can best inform the implementation of the SDGs. I hope that I was able to make several suggestions in all these fora that could strengthen SDG implementation and improve the networking of science academies working towards SDG implementation (as some of my research is on SDG governance, this was extra helpful). ---> please help edit this story if you like to use it, we can fine.-tune or tailor it",0,0,NA,NA,NA,NA,NA,268
"The GYA has enabled me to be connected with some of the most exciting minds I have every met. I have had the privilege of attending a number of great educational institutions, and to be post-doc or employed at a number of many others. Nowhere have I met the range, depth and enthusiasm and internationalism of attendees like at one of the annual general meetings. I have made connections (I hope) for life at the GYA.        -  ANother story would be the possibility of becoming engaged hands-on in matters related to the Sustainable Development Goals. I have had the honor to participate in various IAP meetings of the SCience for Poverty Eradication Committee (Beijing, Halle) and was able to connect to scholars here working on the question of how science can best inform the implementation of the SDGs. I hope that I was able to make several suggestions in all these fora that could strengthen SDG implementation and improve the networking of science academies working towards SDG implementation (as some of my research is on SDG governance, this was extra helpful). ---> please help edit this story if you like to use it, we can fine.-tune or tailor it",0,0,NA,NA,NA,NA,NA,269
"I was honored to be the first GYA member from Cuba. As GYA is the voice of young scientists in the world, I am glad to be representing Cuba and its science. Furthermore, I have had the opportunity to let know other international researchers and academicians about the Cuban science achievements and today<U+FFFD>s challenges. In the GYA, I have been also involved in the SDGs work. Firstly, I represented the GYA Latin-American members in a Regional IAP-IANAS workshop held in Mexico that was addressing the implementation challenges of SDGs in my region. More recently, I participated in CILAC 2018 (Open Science Forum for Latin America and the Caribbean) in Panama in which the SDGs were one of the main topics.",0,1,NA,NA,NA,NA,NA,270
"I was honored to be the first GYA member from Cuba. As GYA is the voice of young scientists in the world, I am glad to be representing Cuba and its science. Furthermore, I have had the opportunity to let know other international researchers and academicians about the Cuban science achievements and today<U+FFFD>s challenges. In the GYA, I have been also involved in the SDGs work. Firstly, I represented the GYA Latin-American members in a Regional IAP-IANAS workshop held in Mexico that was addressing the implementation challenges of SDGs in my region. More recently, I participated in CILAC 2018 (Open Science Forum for Latin America and the Caribbean) in Panama in which the SDGs were one of the main topics.",0,1,NA,NA,NA,NA,NA,271
"Being involved in collaborative effort with colleges from across to globe, to enhance the experience of young faculty.",1,1,NA,NA,NA,NA,NA,272
"The process of establishing and supporting and being part of the Science Leadership Programs has been hugely influential for me. It has led to new friendships across borders, to deep learning about how we can collaborate, to insight in the process of creative problem solving and to new experiences as a facilitator. It has been fantastic to meet so many of our SLP fellows and get to know them over the course of an intensive week, and keep in touch with them over time. It has been inspirational to work with people like Bernard Slippers, who has a big vision for improving the state of science and its contribution to society in Africa. And it has been wonderful to learn from the facilitators of KnowInnovation-Inclusive Innovation, who have been so committed to partnering with us in developing a program with a strong ripple effect. Im very curious where it will lead us next.",1,0,NA,NA,NA,NA,NA,273
"When I became a member of INYAS, and then the GYA, I was going through a long and very stressful phase in my career. I was constantly being discriminated against by the Director of my institute and was being refused tenure in spite of my having a better performance than most of the tenured colleagues in my department. This is because I was a woman with an ambition, who refused to bow down and beg before the authorities. Being accepted as a member of the GYA gave me immense confidence boost, as did the successful founding of INYAS. When I attended the GYA AGM and interacted with people all across the globe, I had extremely satisfying discussions that opened up new vistas of thought for me, and helped me to dream bigger. This helped to put the negativities at the institute behind me and look forward. On a different note, my experience at the GYA gave me ideas, sometimes subtle ones, that could be incorporated in the functioning of INYAS. As I got involved with the GYA, I spoke to friends and colleagues in India about it, and promoted the GYA through social media. It is now very satisfying to see the increasing interest in India about the GYA, which is also reflected in the GYA membership. Especially satisfying for me is the fact that in the last two years, two INYAS members have been selected to be members of the GYA.",1,1,NA,NA,NA,NA,NA,274
"The GYA has been very helpful in my work as Chair of a National Young Academy. I have been in constant touch with various members of the GYA who have been an important resource in helping me to build the organizational capacity as well as increase societal impact of my Young Academy. GYA members have been a source a great ideas and guidance so far. They have also helped to connect me, personally, to important opportunities for scientific and leadership development.",1,0,NA,NA,NA,NA,NA,275
"The GYA has impacted immensely on my personal and career development, professional network, capability to impact positively on young scientists, collaborators and my national young academy. In one respect, my professional network has greatly grown with my membership of the GYA with enhanced latitude for collaborative research and engagement. I was recently involved in putting up a proposal for the Africa Centres of Excellence for Development Impact (ACE Impact) Project on behalf of my University. This project involves the participation of regional and international collaborators. It was not difficult getting willing and capable collaborators from Ghana, Mauritius, Senegal and Zimbabwe from my GYA connections. The good news is that the bidding was successful. On another note the GYA has over the years enhanced my skills of mentorship, science communication and diplomacy through training opportunities that have been provided over the years. This has impacted positively on my voluntary support to younger scientists, collaborators and my national young academy, especially when I served as President of the body for 2 years. GYA gatherings were always opportunities to strengthen my ideas and have insights into new ideas which were always brought back home to drive one initiative or the other in my national young academy. Through these motivations, I was able to get a grant from the US Consulate in the commercial nerve centre of my Country to organise a capacity building workshop for young-early career women scientists in my country. My national young academy, with the support of the senior academy, thereafter got an IAP grant to replicate the workshop on a larger scale for young-early career women scientists in West Africa. It turned out to be a very successful event. My involvements in working group activities, the planning and execution of the 2nd Africa Young Academies Regional Conference in Mauritius, the GloSYS Africa Project etc. have greatly sharpened by team work, leadership and collaborative engagement skills. My membership and involvements in the GYA also opened many doors of opportunities for me for personal and professional development.",0,1,NA,NA,NA,NA,NA,276
"The GYA has impacted immensely on my personal and career development, professional network, capability to impact positively on young scientists, collaborators and my national young academy. In one respect, my professional network has greatly grown with my membership of the GYA with enhanced latitude for collaborative research and engagement. I was recently involved in putting up a proposal for the Africa Centres of Excellence for Development Impact (ACE Impact) Project on behalf of my University. This project involves the participation of regional and international collaborators. It was not difficult getting willing and capable collaborators from Ghana, Mauritius, Senegal and Zimbabwe from my GYA connections. The good news is that the bidding was successful. On another note the GYA has over the years enhanced my skills of mentorship, science communication and diplomacy through training opportunities that have been provided over the years. This has impacted positively on my voluntary support to younger scientists, collaborators and my national young academy, especially when I served as President of the body for 2 years. GYA gatherings were always opportunities to strengthen my ideas and have insights into new ideas which were always brought back home to drive one initiative or the other in my national young academy. Through these motivations, I was able to get a grant from the US Consulate in the commercial nerve centre of my Country to organise a capacity building workshop for young-early career women scientists in my country. My national young academy, with the support of the senior academy, thereafter got an IAP grant to replicate the workshop on a larger scale for young-early career women scientists in West Africa. It turned out to be a very successful event. My involvements in working group activities, the planning and execution of the 2nd Africa Young Academies Regional Conference in Mauritius, the GloSYS Africa Project etc. have greatly sharpened by team work, leadership and collaborative engagement skills. My membership and involvements in the GYA also opened many doors of opportunities for me for personal and professional development.",0,1,NA,NA,NA,NA,NA,277
I consider that GYA has presented to me the opportunity to build a network of young scientists from different areas of the world. I also learned many methodologies to develop participative process.,1,0,NA,NA,NA,NA,NA,278
"The GYA has allowed me to meet like-minded scientists. Even though I am not part of the GYA, I have participated in various activities with some of its members (mainly in the CILAC forum). I always felt like a bit of an oddball scientist because I do not conform to the ""traditional"" scientist model. I dont like to be on the lab all the time and I enjoy mingling in interdisciplinary circles. As I said before, the GYA introduced me to a vast network of scientists like me. This has allowed me to make new friends, expand my network and hone my ""soft skills"". Most importantly it has inspired me to pursue the establishment of a National Young Academy at home and to keep pushing for a further enhance the role of science in the public discourse and public policy.",0,0,NA,NA,NA,NA,NA,279
"The GYA has literally changed my life. Its impact cannot be overstated. Seeing so many role models is positively inspiring. Because of the many opportunities to lead, to start initiatives, and to make a difference, I believe it has made me into a true science leader. The GYA has been very supporting in this respect by providing me with high level opportunities and at the same time a very supportive environment. My self-confidence has increased, and I have learned to function under a lot of pressure, being able to cope with all kinds of difficult circumstances, lack of sleep and time pressure.",0,1,NA,NA,NA,NA,NA,280
"Leadership skills would have to be my second greatest benefit from the GYA. This is from two separate fronts.    The first is through the ASLP, learning skills of thought clustering, PPCO and effective feedback of ideas. Active listening, and how to maximise the contribution of everyone in the groups to develop innovative ideas. Ive used these skills in my own group, my institute, for GYA events at the AGM and within my work group. These have truly changed how I problem solve.     The second is negotiation skills developed though watching the interaction of member from different countries. The greatest example of have of this is being in Morocco with my work group and after a way of work we headed to the markets. One of members, who spoke arabic, although not their first language, did the bargaining for us.  There was always a lot of conversation and laughing before any negotiation on price occurred. To get the best price, they first developed a relationship with the store holder, found out about their family, and then used me and the fact that if they didnt give me they price I wanted then my friend would have to pay the difference. Thus, they leveraged the store owners humanity, not to adversely impact them, whilst they were trying to help me. And they did this by first developing a connecting with the owner.  It is a simple display of humanity and relationships and how to reach a mutually beneficial outcome. And I think of it every time I Iook at the rug in my lounge!",1,0,NA,NA,NA,NA,NA,281
"1) I have found many new long lasting friends here.  They are very eager to help among another.  2) Another GYA member and I  have a joint research grant together.  3) In addition, we also had a joint research publication in a very high impact journal.  4) As a member or alumni, GYA has given me opportunities in participating in many world-class meetings.  5) Ive learnt to lead discussions and wrote a whitepaper report which is not in my scientific field.  6) Many of my GYA friends have introduced me to their home cities and beers!  7) I am extremely proud to help establish the organization and continue to see its growth.",0,1,NA,NA,NA,NA,NA,282
"The GYA has literally changed my life. Its impact cannot be overstated. Seeing so many role models is positively inspiring. Because of the many opportunities to lead, to start initiatives, and to make a difference, I believe it has made me into a true science leader. The GYA has been very supporting in this respect by providing me with high level opportunities and at the same time a very supportive environment. My self-confidence has increased, and I have learned to function under a lot of pressure, being able to cope with all kinds of difficult circumstances, lack of sleep and time pressure.",0,1,NA,NA,NA,NA,NA,283
"The GYA has profoundly affected how I think about cultural diversity. I even wrote a blog about it that was republished in one of the early issues of Connections.  Though I confess I didnt tell the really meat of the story, which involved an incident during the General Assembly that divided the organization roughly along so-called developed vs developing  country lines (and I acknowledge the loaded nature of those terms).  The issue at stake was, at base, about differing interpretations of democracy and its consequences for decision-making. It nearly tore the organization apart and took a year to repair some of the damage done. But repair we did, and the individuals at the center (who were both on the EC at the time) found their way past their disagreements to become dear friends.  This incident, and the year of repair afterwards, taught me more about communication and leadership, I suspect, than any course or training. The GYA was important because it is hard to imagine this happening anywhere else, especially at an early career stage.",0,1,NA,NA,NA,NA,NA,284
"The GYA has literally changed my life. Its impact cannot be overstated. Seeing so many role models is positively inspiring. Because of the many opportunities to lead, to start initiatives, and to make a difference, I believe it has made me into a true science leader. The GYA has been very supporting in this respect by providing me with high level opportunities and at the same time a very supportive environment. My self-confidence has increased, and I have learned to function under a lot of pressure, being able to cope with all kinds of difficult circumstances, lack of sleep and time pressure.",0,1,NA,NA,NA,NA,NA,285
"The GYA has impacted immensely on my personal and career development, professional network, capability to impact positively on young scientists, collaborators and my national young academy. In one respect, my professional network has greatly grown with my membership of the GYA with enhanced latitude for collaborative research and engagement. I was recently involved in putting up a proposal for the Africa Centres of Excellence for Development Impact (ACE Impact) Project on behalf of my University. This project involves the participation of regional and international collaborators. It was not difficult getting willing and capable collaborators from Ghana, Mauritius, Senegal and Zimbabwe from my GYA connections. The good news is that the bidding was successful. On another note the GYA has over the years enhanced my skills of mentorship, science communication and diplomacy through training opportunities that have been provided over the years. This has impacted positively on my voluntary support to younger scientists, collaborators and my national young academy, especially when I served as President of the body for 2 years. GYA gatherings were always opportunities to strengthen my ideas and have insights into new ideas which were always brought back home to drive one initiative or the other in my national young academy. Through these motivations, I was able to get a grant from the US Consulate in the commercial nerve centre of my Country to organise a capacity building workshop for young-early career women scientists in my country. My national young academy, with the support of the senior academy, thereafter got an IAP grant to replicate the workshop on a larger scale for young-early career women scientists in West Africa. It turned out to be a very successful event. My involvements in working group activities, the planning and execution of the 2nd Africa Young Academies Regional Conference in Mauritius, the GloSYS Africa Project etc. have greatly sharpened by team work, leadership and collaborative engagement skills. My membership and involvements in the GYA also opened many doors of opportunities for me for personal and professional development.",0,1,NA,NA,NA,NA,NA,286
"I never been in a workshop in leadership. It was a great experience because we were working in concepts that I applied in my activities as professor and researcher but I never was trained in this topics. The workshop allowed me to be conscious of some aspects that I have to improve in my work as professor in my courses and as director of undergraduate and graduate students. Also, it would be crucial in my activities as director of research projects.",0,1,NA,NA,NA,NA,NA,287
"I never been in a workshop in leadership. It was a great experience because we were working in concepts that I applied in my activities as professor and researcher but I never was trained in this topics. The workshop allowed me to be conscious of some aspects that I have to improve in my work as professor in my courses and as director of undergraduate and graduate students. Also, it would be crucial in my activities as director of research projects.",0,1,NA,NA,NA,NA,NA,288
"1) I have found many new long lasting friends here.  They are very eager to help among another.  2) Another GYA member and I  have a joint research grant together.  3) In addition, we also had a joint research publication in a very high impact journal.  4) As a member or alumni, GYA has given me opportunities in participating in many world-class meetings.  5) Ive learnt to lead discussions and wrote a whitepaper report which is not in my scientific field.  6) Many of my GYA friends have introduced me to their home cities and beers!  7) I am extremely proud to help establish the organization and continue to see its growth.",0,1,NA,NA,NA,NA,NA,289
I was invited by GYA and IAP to attend the World Science Forum 2017 as an young scientist and my team won in young scientists workshop. I can clearly remember the exciting moment where I was not at all connected to GYA in any ways. During and after the workshop I realized how influensive a workshop can be and how it can initiate a thought process in someone who is not even a member of the organization. I started thinking about nurturing leadership in a strategical way and thanx to GYA for this piece of inspiration.,0,0,NA,NA,NA,NA,NA,290
Best training on Science Leadership program,0,0,NA,NA,NA,NA,NA,291
"The process of establishing and supporting and being part of the Science Leadership Programs has been hugely influential for me. It has led to new friendships across borders, to deep learning about how we can collaborate, to insight in the process of creative problem solving and to new experiences as a facilitator. It has been fantastic to meet so many of our SLP fellows and get to know them over the course of an intensive week, and keep in touch with them over time. It has been inspirational to work with people like Bernard Slippers, who has a big vision for improving the state of science and its contribution to society in Africa. And it has been wonderful to learn from the facilitators of KnowInnovation-Inclusive Innovation, who have been so committed to partnering with us in developing a program with a strong ripple effect. Im very curious where it will lead us next.",1,0,NA,NA,NA,NA,NA,292
"Leadership skills would have to be my second greatest benefit from the GYA. This is from two separate fronts.    The first is through the ASLP, learning skills of thought clustering, PPCO and effective feedback of ideas. Active listening, and how to maximise the contribution of everyone in the groups to develop innovative ideas. Ive used these skills in my own group, my institute, for GYA events at the AGM and within my work group. These have truly changed how I problem solve.     The second is negotiation skills developed though watching the interaction of member from different countries. The greatest example of have of this is being in Morocco with my work group and after a way of work we headed to the markets. One of members, who spoke arabic, although not their first language, did the bargaining for us.  There was always a lot of conversation and laughing before any negotiation on price occurred. To get the best price, they first developed a relationship with the store holder, found out about their family, and then used me and the fact that if they didnt give me they price I wanted then my friend would have to pay the difference. Thus, they leveraged the store owners humanity, not to adversely impact them, whilst they were trying to help me. And they did this by first developing a connecting with the owner.  It is a simple display of humanity and relationships and how to reach a mutually beneficial outcome. And I think of it every time I Iook at the rug in my lounge!",1,0,NA,NA,NA,NA,NA,293
